Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
198279564,The Blue Blood Mage (The Duke of Montenegro #1),Ben Pollard,"Pollard, Ben",,"=""""","=""""",0,,Kindle Edition,303,2023,2023,,2023/11/20,to-read,to-read (#134),to-read,,,,0,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,Tor.com,Hardcover,350,2020,2020,2023/11/19,2023/01/24,,,read,"Finally a full novel for Murderbot!<br/>Still loving the dialogues between characters and the introspective feeling.<br/>Think it lacks a bit in the descriptive side of things: environments, actions and what not, but I can perfectly deal with that.<br/>We all love Murderbot! ",,,1,0
65211701,"System Collapse (The Murderbot Diaries, #7)",Martha Wells,"Wells, Martha",,"=""1250826977""","=""9781250826978""",0,Tor Publishing Group/Tordotcom,Hardcover,245,2023,2023,,2023/11/14,to-read,to-read (#133),to-read,,,,0,0
61030535,"Children of Memory (Children of Time, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316466409""","=""9780316466400""",0,Orbit,Paperback,480,2023,2022,,2023/11/14,to-read,to-read (#132),to-read,,,,0,0
65213543,"Bookshops & Bonedust (Legends & Lattes, #0)",Travis Baldree,"Baldree, Travis",,"=""1250886104""","=""9781250886101""",0,Tor Trade,Paperback,336,2023,2023,,2023/11/14,to-read,to-read (#131),to-read,,,,0,0
61361681,Clytemnestra,Costanza Casati,"Casati, Costanza",,"=""1728268230""","=""9781728268231""",0,Sourcebooks Landmark,Hardcover,435,2023,2023,,2023/11/14,to-read,to-read (#130),to-read,,,,0,0
61885085,"Witch King (The Rising World, #1)",Martha Wells,"Wells, Martha",,"=""1250826799""","=""9781250826794""",0,Tor Books,Hardcover,415,2023,2023,,2023/11/14,to-read,to-read (#129),to-read,,,,0,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,Ace,Hardcover,559,2023,2023,,2023/11/14,to-read,to-read (#128),to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,Black Swan,Paperback,637,1990,1989,,2023/11/01,to-read,to-read (#127),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,Tor,Mass Market Paperback,324,2004,1985,,2023/07/09,to-read,to-read (#126),to-read,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2023/10/26,to-read,to-read (#125),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,William Morrow Paperbacks,Paperback,208,2006,2002,,2023/10/26,to-read,to-read (#124),to-read,,,,0,0
50897175,The Hollow Places,T. Kingfisher,"Kingfisher, T.",,"=""1534451145""","=""9781534451148""",4,Simon & Schuster,ebook,352,2020,2020,2023/10/24,2023/10/18,,,read,"Not the best book by Kingfisher but entertaining enough. There are a lot of Lovecraftian vibes around, like the horror and menace that can't be described but that it's always there, and, story-wise, it was a good story.<br/>I felt, however, that it stretched a bit too much across the pages with content that didn't really benefit the book, but that's just me.<br/>I noticed, tho, that towards the last third of the book, the main character started using the same expression for most of her thoughts; she almost always started with 'Hell, ...' and it ended up being a bit off-putting since it took me from the story.",,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,Arthur A. Levine Books,Hardcover,341,1999,1998,,2021/06/06,,,read,,,,1,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",0,Flatiron Books,Hardcover,372,2022,2022,,2023/10/16,to-read,to-read (#123),to-read,,,,0,0
65213595,Starling House,Alix E. Harrow,"Harrow, Alix E.",,"=""1250799058""","=""9781250799050""",0,Tor Books,Hardcover,308,2023,2023,,2023/10/16,to-read,to-read (#122),to-read,,,,0,0
61779957,Beholder,Ryan La Sala,"Sala, Ryan La",,"=""1338745344""","=""9781338745344""",0,PUSH,Hardcover,343,2023,2023,,2023/10/16,to-read,to-read (#121),to-read,,,,0,0
35132573,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""""","=""""",5,Titan Books,Kindle Edition,432,2017,2017,2023/10/16,2023/05/22,,,read,I was willing to take 1⭐ out of the score for the excessive use of Shakespeare but then I started thinking if that was a shortcoming of the book or a shortcoming of myself ,,,1,0
176268,"Dragonsbane (Winterlands, #1)",Barbara Hambly,"Hambly, Barbara",,"=""0345349393""","=""9780345349392""",0,Del Rey,Mass Market Paperback,352,1987,1985,,2023/10/11,to-read,to-read (#120),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,Modern Library,Paperback,667,2003,1869,,2023/10/11,to-read,to-read (#119),to-read,,,,0,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",0,Penguin Classics,Paperback,192,2013,1942,,2023/10/11,to-read,to-read (#118),to-read,,,,0,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,Random House,Mass Market Paperback,384,2002,1980,,2023/10/11,to-read,to-read (#117),to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,Scholastic Press,Hardcover,374,2008,2008,,2023/10/10,to-read,to-read (#116),to-read,,,,0,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",0,Katherine Tegen Books,Paperback,487,2012,2011,,2023/10/10,to-read,to-read (#115),to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,Disney Hyperion Books,Paperback,377,2006,2005,,2023/10/10,to-read,to-read (#114),to-read,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,HarperCollins Publishers,Paperback,206,2005,1950,,2023/10/10,to-read,to-read (#113),to-read,,,,0,0
55868754,Latim do Zero a Vergílio em 50 Lições,Frederico Lourenço,"Lourenço, Frederico",,"=""9897227024""","=""9789897227028""",0,Quetzal Editores,Paperback,528,2020,2020,,2023/10/10,to-read,to-read (#112),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,Bantam Classics,Mass Market Paperback,201,1972,1915,2023/10/06,2023/10/02,,,read,"This book didn’t hit me as I expected but left two things on my mind:<br/>- the surprising ability of a person to just accommodate and not fight back<br/>- the isolation and inadequacy resonated in me as something that someone on the last years of their life might feel when they have nothing, and no one, to old to (pretty much my biggest fear of growing old)<br/><br/>An enjoyable book and not as weird as I thought it would be",,,1,0
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063252341""","=""9780063252349""",0,William Morrow,Hardcover,416,2022,2022,,2023/01/24,to-read,to-read (#111),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,Vintage Classics,Paperback,136,1994,1864,,2023/10/06,to-read,to-read (#110),to-read,,,,0,0
3869,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0553380168""","=""9780553380163""",0,Bantam Books,Paperback,226,1998,1988,,2023/10/06,to-read,to-read (#109),to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",0,Penguin Books,Paperback,254,2004,64,,2023/10/06,to-read,to-read (#108),to-read,,,,0,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",3,Houghton Mifflin Harcourt,ebook,298,2013,1948,2023/10/05,2022/10/22,,,read,"I don’t think this book is made for me…<br/>While it is certainly interesting, I didn’t get the ‘oh, it really be like that’ that most people seem to get; but it did help to strengthen my view on society.<br/>What I didn’t like:<br/>- I didn’t learn anything new from it<br/>- the book could have had 1/3 of its size since it repeats itself a lot<br/>- I could have lived without reading Goldstein’s book within the book<br/>- some parts were very vague while other parts were very specific without any particular reason<br/><br/>I think that Animal Farm is a much better book and dissertation than this one",,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,Vintage,Paperback,512,2015,2011,,2023/10/02,to-read,to-read (#107),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,Vintage International,Paperback,123,1989,1942,,2023/10/02,to-read,to-read (#106),to-read,,,,0,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,Penguin Books,Paperback,107,2002,1937,,2023/10/02,to-read,to-read (#105),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,Random House: Modern Library,Paperback,272,2004,1890,2011/09/27,2021/06/06,,,read,,,,1,0
61154805,Pandora's Jar: Women in the Greek Myths,Natalie Haynes,"Haynes, Natalie",,"=""""","=""""",0,HarperAudio,Audiobook,15,2022,2020,,2023/09/25,to-read,to-read (#104),to-read,,,,0,0
31423245,How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life,Massimo Pigliucci,"Pigliucci, Massimo",,"=""0465097952""","=""9780465097951""",0,Basic Books,Hardcover,288,2017,2017,,2023/09/27,to-read,to-read (#103),to-read,,,,0,0
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,"=""0063065398""","=""9780063065390""",0,Harper,Hardcover,368,2021,2019,,2023/05/22,to-read,to-read (#102),to-read,,,,0,0
54386622,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",1,Bloomsbury Publishing,Kindle Edition,441,2020,2015,2023/09/24,2023/01/19,,,read,"Gonna be honest... I don't think this book is very good and can't comprehend how there was so much hype around it.<br/>- The world-building is nonexistent (I can't comprehend how there can be a fantasy book without at least properly explaining how it works - and not just 'faes here, humans there, there was a war')<br/>- The writing is way too simple for its own good and even the romance scenes read all the same way<br/>- The plot was very corny for me and I kept thinking of Twilight (maybe this is the Twilight Saga of 2010s); I mean, 'guy kidnaps girl, girl finds out that guy is not that bad, guy and girl fall in love, girl leaves and wants to come back' is not really original<br/>- Amarantha wasn't there to be an interesting character, but it should; it just was portrayed as the generic villain to make the story move forward.<br/><br/>Overall, didn't really make me feel wanting to read the the rest of the books... It's almost like I can guess what will happen on them ",,,1,0
1103769,O Evangelho Segundo Jesus Cristo,José Saramago,"Saramago, José",,"=""""","=""""",0,Editorial Caminho,Paperback,448,1992,1991,,2023/09/23,to-read,to-read (#101),to-read,,,,0,0
18158562,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536984""","=""9780385536981""",0,Doubleday,Kindle Edition,576,2013,2013,,2023/09/23,to-read,to-read (#100),to-read,,,,0,0
72193,"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,Bloomsbury Publishing,Paperback,223,1997,1997,2023/09/23,2021/06/06,,,read,,,,2,0
198862605,Illuminations,T. Kingfisher,"Kingfisher, T.",Raquel Beattie,"=""""","=""9798350821321""",4,Tantor Audio,Audiobook,9,2023,2022,2023/09/13,2023/09/05,,,read,"A grown-up-ish fantasy story that could have been a children's book.<br/>Kingfisher definitely shows her proficiency in dealing with young characters and the book is full of charm.<br/>The plot was simple but engaging; the only thing that made me take 1⭐ was the last part of the book, which felt too long for its own sake",,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,Orbit,Paperback,561,2011,2011,,2023/07/09,to-read,to-read (#99),to-read,,,,0,0
60531416,"Yumi and the Nightmare Painter (Hoid's Travails, #2)",Brandon Sanderson,"Sanderson, Brandon",Aliya Chen,"=""1938570375""","=""9781938570377""",0,Dragonsteel Entertainment,Hardcover,480,2023,2023,,2023/09/09,to-read,to-read (#98),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,Tor Books,Hardcover,472,2014,2006,,2023/09/09,to-read,to-read (#97),to-read,,,,0,0
60531410,"The Frugal Wizard’s Handbook for Surviving Medieval England (Secret Projects, #2)",Brandon Sanderson,"Sanderson, Brandon",Steve Argyle,"=""1938570332""","=""9781938570339""",0,Dragonsteel Entertainment,Hardcover,399,2023,2023,,2023/09/09,to-read,to-read (#96),to-read,,,,0,0
44161,Maigret and the Saturday Caller,Georges Simenon,"Simenon, Georges",Tony    White,"=""0156028425""","=""9780156028424""",4,Harvest Books,Paperback,128,2003,1962,2023/09/08,2023/09/06,,,read,A very humane Maigret and definitely a character builder story. The plot wasn’t very exciting but any book where Maigret feels the case in his heart and soul gets a 4⭐️,,,1,0
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0812550293""","=""9780812550290""",0,Tor Books,Mass Market Paperback,685,1999,1998,,2023/09/07,to-read,to-read (#95),to-read,,,,0,0
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0812550285""","=""9780812550283""",0,Tor Books,Mass Market Paperback,880,1997,1996,,2023/09/07,to-read,to-read (#94),to-read,,,,0,0
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",0,Tom Doherty Associates,Mass Market Paperback,1011,1995,1994,,2023/09/07,to-read,to-read (#93),to-read,,,,0,0
