Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",2,Alfred A. Knopf,Hardcover,307,2020,2020,2024/07/02,2023/10/02,,,read,"Picked this book after reading Sea of Tranquility and Station Eleven and it definitely has nothing to do with those two…<br/>Although it seems well written, it didn’t do anything for me. The characters felt dull and I couldn’t attach to any of them in particular; also, I’m not entirely sure if it had a plot…<br/>Overall, very disappointed",,,1,0
35074096,"Mythos - The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,Michael Joseph,Hardcover,416,2017,2017,2024/06/29,2024/06/18,,,read,"I’m torn on how to rank this book, mostly because I didn’t know how to approach reading it.<br/>While I love Greek mythology and this book seems to tick all the boxes, there’s a lot of info going one. So much info that it almost feels like you should read a chapter and leave it for a few weeks but I don’t know how to approach books that way.<br/>There’s a lot of names of people and cities going on and it can feel like too much at times, which deters from the experience, for me.<br/>Also, the version I read had 2 graphs at the start and a couple of photos in between chapters; while I appreciate the effort, I feel like a lot more could have been done on this part (like going back to the family tree every time someone new was introduced).<br/>I still think it’s a good book, but I probably wouldn’t recommend it unless you really enjoy reading about Greek mythology",,,1,0
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,"=""0316440884""","=""9780316440882""",0,Orbit,Paperback,540,2018,2017,,2024/06/21,to-read,to-read (#183),to-read,,,,0,0
35493082,"The Rising Sea (NUMA Files, #15)",Clive Cussler,"Cussler, Clive",Graham  Brown,"=""""","=""""",0,G.P. Putnam's Sons,ebook,416,2018,2018,,2024/06/20,to-read,to-read (#182),to-read,,,,0,0
2562708,O Perfume: História de um Assassino,Patrick Süskind,"Süskind, Patrick",Maria Emília Ferros Moura,"=""""","=""""",2,Editorial Presença,Paperback,273,1994,1985,2024/06/20,2024/05/20,,,read,"I don’t know if it was from the audiobook format but past the mid point this book felt painfully dull. I almost felt like it was completely detached, in style and narrative, for the first half. Whether or not purpose or not, I can’t tell; maybe this just isn’t a book to be heard.<br/>I’ll think about give it a chance as a read, but for now it gets a terribly bad score, even if the first half was extremely captivating ",,,1,0
9647295,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765365278""","=""9780765365279""",5,Tom Doherty,Mass Market Paperback,1258,2011,2010,2024/06/14,2024/05/13,,,read,"I want to kick myself for not picking Sanderson before!<br/>At this moment, The Way of Kings easily gets into my top 5 of all time.<br/>—<br/>Yeah, the book is loooong, and there’s a lot of history and development and not much happens throughout the pages, but I absolutely loved it! Sanderson seems to have a gift for worldbuilding and I’m 100% here for it.<br/>—<br/>On a not so good note, I advise against getting the paperback isbnxxx279. The illustrations are poorly printed and you can’t read the text in them; also the print is very susceptible of staining and smudging from your fingers just grabbing the pages",,,1,0
24445388,A Amiga Genial,Elena Ferrante,"Ferrante, Elena",Margarida Periquito,"=""9896414793""","=""9789896414795""",0,Relógio D'Água Editores,Paperback,272,2014,2011,,2024/05/20,to-read,to-read (#181),to-read,,,,0,0
7128901,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Simon Vance,"=""""","=""""",4,Blackstone Publishing,Audio CD,0,2003,1946,2024/05/18,2023/01/19,,,read,"Frankl’s life is a tragic one and the book makes you look at the adversities in life with a different meaning.<br/>That’s just the first half of the book, though, since on the second half Frankl explores his doctrine and how it’s beneficial. I personally think that logoteraphy itself tries to cover a lot of areas with its practice while being too abstract",,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,Penguin Books,Paperback,254,2006,180,,2024/05/13,to-read,to-read (#180),to-read,,,,0,0
124019528,The Eye of Darkness,George Mann,"Mann, George",,"=""0593597931""","=""9780593597934""",0,Random House Worlds,Hardcover,416,2023,2023,,2024/05/13,to-read,to-read (#179),to-read,,,,0,0
9579882,Star Wars: Choices of One,Timothy Zahn,"Zahn, Timothy",,"=""0345511255""","=""9780345511256""",0,Del Rey,Hardcover,357,2011,2011,,2024/05/13,to-read,to-read (#178),to-read,,,,0,0
35414,Star Wars: Allegiance,Timothy Zahn,"Zahn, Timothy",,"=""0345477383""","=""9780345477385""",0,LucasBooks,Hardcover,324,2007,2007,,2024/05/13,to-read,to-read (#177),to-read,,,,0,0
13573427,Star Wars: Scoundrels,Timothy Zahn,"Zahn, Timothy",,"=""0345511506""","=""9780345511508""",0,Del Rey,Hardcover,393,2013,2013,,2024/05/13,to-read,to-read (#176),to-read,,,,0,0
17345390,"Razor's Edge (Star Wars: Empire and Rebellion, #1)",Martha Wells,"Wells, Martha",,"=""0804148260""","=""9780804148269""",3,Random House Audio,Audio,,2013,2013,2024/05/02,2024/04/23,,,read,I’m going to assume that the fault of my rating is due to the fact that this book just doesn’t work as an audiobook. I refuse to assume that it’s Wells’ fault and will try to read the book to confirm my position ,,,1,0
61176500,Path of Vengeance (Star Wars: The High Republic: Phase II: Quest of the Jedi #2),Cavan Scott,"Scott, Cavan",,"=""1368082882""","=""9781368082884""",0,Random House/Star Wars,Hardcover,517,2023,2023,,2024/05/10,to-read,to-read (#175),to-read,,,,0,0
60420362,Path of Deceit (Star Wars: The High Republic: Phase II: Quest of the Jedi #1),Tessa  Gratton,"Gratton, Tessa",Justina Ireland,"=""1368076122""","=""9781368076128""",0,Random House/Star Wars,Hardcover,345,2022,2022,,2024/05/10,to-read,to-read (#174),to-read,,,,0,0
48643567,The Doors of Eden,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""9781509865925""",2,Tor,ebook,609,2020,2020,2024/05/09,2024/04/23,,,read,"Damn… this sucked! And I wasn’t expecting that from Adrian!<br/>For me it felt like this was just a draft of an experiment because none of it made sense or felt mildly engaging. <br/>All the characters had a lot of potential but none came through.<br/>Same thing for the plot; the pages went on and on but nothing was getting accomplished in them. I still can’t comprehend how this book ended up being so long, considering that so little happens in it.<br/>The best parts were the exposition of the different timelines but that’s not enough to save the book.<br/>I just still have hope on you, Adrian, but this just wasn’t it!",,,1,0
61237044,"Infinity Gate (Pandominion, #1)",M.R. Carey,"Carey, M.R.",,"=""0316504386""","=""9780316504386""",0,Orbit,Paperback,499,2023,2023,,2024/04/23,to-read,to-read (#173),to-read,,,,0,0
57558287,"City on Fire (Danny Ryan, #1)",Don Winslow,"Winslow, Don",,"=""0062851195""","=""9780062851192""",0,William Morrow,Hardcover,384,2022,2021,,2024/04/23,to-read,to-read (#172),to-read,,,,0,0
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1549106392""","=""9781549106392""",0,Orbit,Audiobook,,2021,2021,,2024/04/23,to-read,to-read (#171),to-read,,,,0,0
156784,Permutation City,Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",0,HarperPrism,Mass Market Paperback,352,1995,1994,,2024/04/23,to-read,to-read (#170),to-read,,,,0,0
156538,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,"=""0140620192""","=""9780140620191""",0,Penguin Books,Paperback,521,1994,1855,,2024/04/23,to-read,to-read (#169),to-read,,,,0,0
156785,Diaspora,Greg Egan,"Egan, Greg",Bernhard Kempen,"=""3453161815""","=""9783453161818""",0,Heyne,Paperback,443,2000,1997,,2024/04/23,to-read,to-read (#168),to-read,,,,0,0
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,"=""1590171985""","=""9781590171981""",0,New York Review Books,Paperback,274,2007,1960,,2024/04/23,to-read,to-read (#167),to-read,,,,0,0
2872246,O Crime do Padre Amaro,Eça de Queirós,"Queirós, Eça de",,"=""9723802554""","=""9789723802559""",2,Livros do Brasil,Paperback,503,2000,1875,2024/04/15,2024/03/28,,,read,"Desculpa, Eça, não és tu, sou eu... provavelmente (mas se calhar não)...<br/>Sinto-me mal em dar esta review ao livro, e, ainda mais, sinto-me 'burro' (?) por ser um livro com tanta classificação e a mim ter causado tanto fastio. E, por causa desse sentimento, segue aqui uma review algo extensa para uma má classificação do que senti para com a história.<br/>---<br/>1. Não sou de uma terra pequena, nem tampouco tive contacto com a religião; a isto acresce a falta de descrições do que envolve as personagens (tirando uma ou outra poltrona), e o somatório equivale a algo que, para mim, torna-se impossível de imaginar ou vivenciar.<br/><br/>2. As personagens, na sua grande maioria, são verdadeiramente choninhas e cuscas; talvez a palavra correcta seja 'tristes', porque nunca mostram ânimo verdadeiro e os queixumes são inúmeros e a alegria do 'aqui' e do 'agora' inexistente. Além disso, cheguei ao fim sem saber quem são; talvez não fosse o objectivo, e fossem efectivamente uma matéria cinzenta amorfa que pretende representar apenas o 'estatuto' e 'posição social', mas caiu-me no goto serem todos tão insignificantes<br/><br/>3. Muito pouco, ou mesmo nada, se passa ao longo das 427 páginas que compõem a história; há muito queixume e muita cusquice, mas, a história pareceu-me sempre ausente<br/><br/>4. Faz mais de 10 anos que li Os Maias e na altura senti o mesmo enfado mas assumi que fosse por ser mais novo e decidi dar uma oportunidade ao O Crime do Padre Amaro; a verdade é que o sentimento não mudou - talvez seja pelo estilo realista de Eça, ou talvez por o livro ser antigo e em termos culturais (fora o abuso do poder) ser algo irrelevante, ou talvez seja apenas o meu estilo de leitura e de gosto, mas efectivamente não foi uma boa leitura",,,1,0
22012290,Lords of the Sith (Star Wars),Paul S. Kemp,"Kemp, Paul S.",,"=""""","=""""",0,Del Rey,Hardcover,285,2015,2015,,2024/04/14,to-read,to-read (#166),to-read,,,,0,0
35430,"Path of Destruction (Star Wars: Darth Bane, #1)",Drew Karpyshyn,"Karpyshyn, Drew",,"=""0345477367""","=""9780345477361""",0,Del Rey Books,Hardcover,324,2006,2006,,2024/04/14,to-read,to-read (#165),to-read,,,,0,0
44643629,Dooku: Jedi Lost (Star Wars),Cavan Scott,"Scott, Cavan",Marc Thompson,"=""0593102827""","=""9780593102824""",3,Penguin Random House Audio,Audiobook,,2019,2019,2024/04/14,2024/04/07,,,read,"It’s not bad, but it’s definitely not great. It felt flat, most of the times, and having the narration being based on memories of others or a diary felt odd considering that the flashbacks were not from the POV of those people.<br/>The end also felt rushed to me and although I learned a lot about Dooku, the resolution felt … lackluster<br/>Best thing about it is the full cast narration, which is what kept me listening",,,1,0
34032257,A Defesa de Maigret,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""""",5,Livros do Brasil,Paperback,149,1983,1964,2024/04/06,2024/04/03,,,read,"This story goes to show how important it is that Maigret focuses his energy on people. Lucas, Janvier, Madame Maigret, and Padron; without them, Maigret would possibly be doomed! But he is a caring and respected individual, which means that even his informants, to whom he is a pain in the ",,,1,0
9167595,L'Écluse n°1,Georges Simenon,"Simenon, Georges",,"=""2253143154""","=""9782253143154""",5,LGF,Pocket Book,160,2005,1933,2024/03/24,2024/03/22,,,read,"This is my 11th Maigret book, and, sharing the spot with [b:Inspector Cadaver|24662081|Inspector Cadaver|Georges Simenon|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443923724l/24662081._SY75_.jpg|2519047], it might have the best scenery descriptions of them all!<br/>I was going to take 1⭐ from this book because the resolution felt a bit detached; I was hoping for a larger climax than what was experienced, but I'm leaving it at 5⭐ since Simenon deserves all the praise for his description of the working life around the Seine.",,,1,0
53632145,Doctor Aphra,Sarah Kuhn,"Kuhn, Sarah",,"=""0593215478""","=""9780593215470""",5,Random House Audio,Audible Audio,6,2020,2020,2024/03/24,2024/03/12,,,read,"BRB, buying the comics and the book!<br/>The audiobook was amazing, with a full cast! Also, Vader, Solo, Luke, Leia, IG-90, Bossk, and even ‘Boba Man’? This is an amazing canon story!<br/>Aphra is a chaotic neutral character that has as much sass as young Kenobi!<br/>Some reviews lower this book low due to Aphra's character and I totally get it, but, for me, the whole book was perfect.<br/>Also, I love you, Triple-0! ❤️",,,1,0
57823095,Weyward,Emilia Hart,"Hart, Emilia",,"=""""","=""""",1,St. Martin's Press,Kindle Edition,408,2023,2023,2024/03/21,2023/05/13,,,read,"With the risk of sounding like a jerk for being a man and poorly reviewing a book about female resilience and empowerment, I'll paraphrase other users' reviews before giving mine.<br/><br/><blockquote>Look, I'm sorry, I just did not have a good time reading this book. I actually wanted to put it down due to the high volume of confronting content and my own discomfort with it. I was also just not engaged with the characters and frankly, bored. I was somehow both confronted and bored. However I was gifted such a beautiful advance copy, I speed read the second half just so I could form an overall impression.</blockquote><br/><br/><blockquote>This book is touted as a female empowering/female resilience type story, but all it really does is put female characters into graphic situations (note: there are many trigger warnings for this book including but not limited to graphic rape, abuse, abortion, deadly injury, persecution, and humiliation/forced nakedness. Then the woman characters deal with that trauma all alone -ahem, not alone, they have their ancestors’ spirits with them- and only one of them ends up with someone by their side in the end…</blockquote><br/><br/><blockquote>There are only two men in the book that aren’t villains - one you only see in flashbacks and the other is a bit part mostly seen as a child. The other brutes are atrocious and just as much caricatures as the women - I can’t imagine any man reading this book and seeing any reality in them but it would still seem like an attack to see your gender presented in this way. And to have this book marketed in the way it is - as historical fiction with witchcraft and fantasy elements - is seriously troubling.</blockquote><br/><br/>Alright, I think that makes the point. Now, my part:<br/>- Having 3 different storylines spread across the time, that are supposed to represent how things don't change, means that you're basically reading the same story 3 times, which is 2 times too much. The book felt extremely long but did not actually provide any value in it, so I ended up bored out of my mind and just trying to rush to the end so I could drop the book.<br/>- I don't know who's responsible for the tags on GoodReads but this is, definitely, <b>NOT</b> <i>historical fiction</i> or even <i>fantasy</i>; basically, nothing really happens except for weird ending arcs that <i>might</i> come across as fantasy<br/>- The synopsis lies... And lies terribly bad... Kate doesn't find her great aunt's secret until the near end and the resolution is lackluster; Altha doesn't use 'all of her powers' to maintain her freedom (most of the time she is just... there...); WWII matters very little for Violet's plot, and, as you can see, very little is written about her in the synopsis<br/>- I enjoyed the way the 3 storylines were written but that just wasn't enough to hold the book until the end",,,1,0
40549107,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",Stephen Fry,"=""""","=""""",4,Random House Audio,Audiobook,5,2005,1979,2024/03/11,2023/06/10,,,read,"""If Monty Python did a movie about space"", that's how I would describe the book.<br/>And it would make total sense for me because:<br/>- Monty Python were extremely funny<br/>- Some of their jokes dragged for too long and lost their impact (on me) (which takes 1⭐)<br/>- The randomness in their humour matches mine<br/><br/>Coupled with Fry's narration, you get an outstanding piece that you'll consume in, <i>checks started and finished date</i>, 2 days.<br/>Some of the humour is hit or miss, and, thankfully, mostly was a hit for me, but I can see how people can see this as a dull and painful book.",,,1,0
40376072,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Mel Hudson,"=""""","=""""",0,Macmillan Digital Audio,Audible Audio,597,2019,2019,,2024/03/08,to-read,to-read (#164),to-read,,,,0,0
46270415,The Dutch House,Ann Patchett,"Patchett, Ann",Tom Hanks,"=""""","=""""",2,HarperAudio,Audible Audio,10,2019,2019,2024/02/07,2024/02/02,,,read,"This is not the genre for me… actually I don’t even know what the genre is supposed to be, but I know I’m not the audience.<br/>Although I could tell that it was beautiful written, the story just didn’t do anything to me. It fell dull, with not much going on, and although I enjoyed some of the interactions of Danny and Maeve overall, I can’t really pinpoint story parts that made sense to me.<br/><br/>It feels wrong for me to review this book this way, mostly because it’s probably a ‘me’ problem and not a book problem but, yeah, I didn’t enjoy it .",,,1,0
67994271,Padawan,Kiersten White,"White, Kiersten",Gary Furlong,"=""""","=""""",4,Disney Lucasfilm Press,Audible Audio,8,2022,2022,2024/02/24,2024/02/10,,,read,"About the audiobook: the Star Wars audiobooks are probably the best I’ve heard. There’s special effects, the narrator always seems to be perfectly chosen, 5⭐️ to that!<br/><br/>The light side of the force character development always seems a bit soft, but this is a good book. There’s a lot of Obi WAN’s character in it and it fits well to strength what we already know from him from the main story.<br/>The plot is… okayish, but it is not bad.<br/>Thankfully Star Wars is all about the characters and their whims so this book serves well",,,1,0
17274667,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",Natasha Randall,"=""1481845705""","=""9781481845700""",4,Gollancz,Paperback,458,2013,2002,2024/03/08,2023/03/09,,,read,"Four stars pushing into three…<br/>It’s a very difficult book in the sense that it feels like there’s no real connection between moments sometimes. For the first 50% of the book, Artyom felt very passive, and then his personality. just kind of did a 180 turn.<br/>I’m not sure if it’s due to the translation, but several moments felt disconnected from one another; at one moment, you would find the characters sitting down and talking, and in the next moment, they would’ve be in front of a door with no explanation on how or why.<br/>While I enjoyed the scenario and the post apocalyptic way of living, overall, I felt that the first half of the book was just trying to do a lot of worldbuilding for the sake of letting us understand how the world actually existed, but without really providing much value to the plot itself. Not only that, but also Artyom’s revelation felt a bit disconnected from the rest of the story. Although I understand where it comes from, it just felt rushed and without a real purpose to it.<br/>Still giving it four stars due to the originality of the story, and the characters and the world building, but I wouldn’t consider the plot properly good.",,,1,0
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",0,Wizards of the Coast,Mass Market Paperback,343,2025,1990,,2024/02/19,to-read,to-read (#163),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",4,PanMacmillan,Hardcover,600,2015,2015,2024/02/13,2023/01/19,,,read,"This was a very good book and I’ve already bought more from Adrian!<br/>Clearly Adrian was born to write SciFi since this book is truly imaginative and I can understand how he’s so prolific in the genre.<br/>Giving it 4⭐️ since some spider parts felt a bit boring; too many details for little return, but maybe that’s a me problem ",,,1,0
11099729,Darth Plagueis (Star Wars),James Luceno,"Luceno, James",,"=""034551128X""","=""9780345511287""",0,"LucasBooks/Del Rey Books/Ballantine Books/Random House, Inc.",Hardcover,379,2012,2012,,2024/02/10,to-read,to-read (#162),to-read,,,,0,0
31140332,"Thrawn (Star Wars: Thrawn, #1)",Timothy Zahn,"Zahn, Timothy",,"=""1780894848""","=""9781780894843""",0,Random House,Hardcover,427,2017,2017,,2024/02/10,to-read,to-read (#161),to-read,,,,0,0
40604754,"Star Wars: Heir to the Empire (Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""""","=""""",0,Del Rey,ebook,434,2011,1991,,2024/02/10,to-read,to-read (#160),to-read,,,,0,0
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,"=""0575099127""","=""9780575099128""",0,Gollancz,Paperback,512,2010,2008,,2024/02/01,to-read,to-read (#158),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",5,Ace,Hardcover,658,2019,1965,2024/01/27,2022/10/09,,,read,This is my 3rd time reading Dune but first time leaving a comment for it.<br/><br/>Dune... Dune is boring... And confusing... And mindlessly full of world-building with very little explanation of certain features that need to be explained by world-building set in other books. <br/><br/>That there ,,,1,0
25566132,Bryony and Roses,T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",4,,Kindle Edition,224,2015,2015,2024/01/14,2024/01/07,,,read,The last 4 chapters felt a bit rushed and almost made me put the book at 3⭐️ but the characters that Kingfisher creates are always very colourful and they carry the weight,,,1,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,Oxford University Press,Paperback,249,2004,1817,,2024/01/10,to-read,to-read (#157),to-read,,,,0,0
28180843,Inspector Cadaver (Inspector Maigret Book 24),Georges Simenon,"Simenon, Georges",William Hobson,"=""1101991909""","=""9781101991909""",5,Penguin Books,Kindle Edition,176,2016,1943,2024/01/04,2024/01/04,,,read,"This might be the best Maigret book of all time!<br/>Simenon wrote it a way that I never saw him do and it’s just amazing! The scenery descriptions are better than ever, there’s plenty Maigret inner monologue and enough colourful characters.<br/>At first I was thinking that this was going to be another ‘Holland’, where Maigret is outside his bubble and just fumbles around but I WAS WRONG! Simenon did an amazing job placing Maigret in the town and making himself at home!",,,1,0
18775356,"Wayfaring Stranger (Holland Family Saga, #1)",James Lee Burke,"Burke, James Lee",,"=""1476710791""","=""9781476710792""",0,Simon & Schuster,Hardcover,435,2014,2014,,2023/12/30,to-read,to-read (#156),to-read,,,,0,0
140736,Maigret in Vichy (Inspector Maigret #67),Georges Simenon,"Simenon, Georges",,"=""0156551403""","=""9780156551403""",4,Harvest Books,Paperback,182,1995,1968,2023/12/31,2023/12/30,,,read,"A good Maigret story where he shows to be kind and extremely respectful towards others. Although the mystery wasn’t incredible, I very much liked this side of Maigret and think I’ll aim for more stories where he is out of the Quai and just chilling with his wife",,,1,0
813214,The Mist,Stephen  King,"King, Stephen",,"=""""","=""""",4,Signet,Paperback,176,2007,1980,2023/12/24,2023/12/17,,,read,This was a good thriller and Will Payton’s narration did wonders to it.<br/>Not 5⭐️ because I felt there were a lot of hanging threads by the end to my taste but it’s still a very entertaining story,,,1,0
53407528,Coisas de Loucos: O Que Eles Deixaram no Manicómio,Catarina  Gomes,"Gomes, Catarina",,"=""989671553X""","=""9789896715533""",5,Edições Tinta-da-China,Paperback,327,2020,2020,2023/12/23,2023/02/08,,,read,"Um trabalho de reportagem que se lê como contos fantásticos.<br/>Esperava gostar, pela curiosidade pela doença mental e pelo passado, mas o que me cativou verdadeiramente foi a escrita.<br/>Aconselho vivamente a toda a gente",,,1,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",3,Tor,Kindle Edition,296,2022,2022,2023/12/11,2023/01/24,,,read,"It was… ok. Don’t know what I was expecting but was expecting more. More fantasy, more world, more character development.<br/>I don’t have anything particularly bad to say about the book but I think I don’t have anything good as well",,,1,0
981372,The Art and Science of Digital Compositing (The Morgan Kaufmann Series in Computer Graphics),Ron Brinkmann,"Brinkmann, Ron",,"=""0121339602""","=""9780121339609""",0,Morgan Kaufmann,Hardcover,364,1999,1999,,2023/12/04,to-read,to-read (#155),to-read,,,,0,0
311263,The Invisible Art: The Legends of Movie Matte Painting,Mark Cotta Vaz,"Vaz, Mark Cotta",Craig Barron,"=""0811831361""","=""9780811831369""",0,Chronicle Books,Hardcover,288,2002,2000,,2023/12/04,to-read,to-read (#154),to-read,,,,0,0
58957615,"The Bullet That Missed (Thursday Murder Club, #3)",Richard Osman,"Osman, Richard",,"=""0241512425""","=""9780241512425""",4,Viking,Hardcover,413,2022,2022,2023/12/02,2023/11/19,,,read,"Loveable characters, an easy to follow plot and good narrative.<br/>I felt like it could be shorter, tho. For me it dragged at some points and it seemed like I just couldn’t get on with the story",,,1,0
41433634,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""0241380375""","=""9780241380376""",5,Michael Joseph,Paperback,415,2018,2018,2023/11/27,2023/11/17,,,read,"Greek mythology is always good. Couple that with Fry’s writing (and narration, in my case, since I experienced the audiobook) and you get an absolute banger.<br/>I advise people to choose the book and not the audiobook since it’s easy to get lost in so many names and so many events",,,1,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,Tinder Press,Hardcover,372,2020,2020,,2023/11/23,to-read,to-read (#153),to-read,,,,0,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0593230256""","=""9780593230251""",0,Random House,Hardcover,544,2020,2020,,2023/11/23,to-read,to-read (#152),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,Bloomsbury,Hardcover,245,2020,2020,,2023/11/23,to-read,to-read (#151),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,Riverhead Books,Hardcover,343,2020,2020,,2023/11/23,to-read,to-read (#150),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,Tor Books,Hardcover,448,2020,2020,,2023/11/23,to-read,to-read (#149),to-read,,,,0,0
899492,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",Byron Glaser,"=""0871917726""","=""9780871917720""",0,Creative Education,Library Binding,31,1980,1843,,2023/11/23,to-read,to-read (#148),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2023/11/23,to-read,to-read (#147),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,Penguin,Paperback,532,2003,1847,,2023/11/23,to-read,to-read (#146),to-read,,,,0,0
60531420,The Sunlit Man (Cosmere),Brandon Sanderson,"Sanderson, Brandon","Ernanda Souza, Nabetse Zitro, Kudriaken","=""1938570391""","=""9781938570391""",0,Dragonsteel Entertainment,Hardcover,447,2023,2023,,2023/11/23,to-read,to-read (#145),to-read,,,,0,0
61884932,Thornhedge,T. Kingfisher,"Kingfisher, T.",,"=""1250244099""","=""9781250244093""",0,Tom Doherty Associates,Hardcover,116,2023,2023,,2023/11/23,to-read,to-read (#144),to-read,,,,0,0
20706284,Ancillary Sword (Imperial Radch #2),Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",0,Orbit,Paperback,359,2014,2014,,2023/11/23,to-read,to-read (#143),to-read,,,,0,0
32802595,"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,"Chambers, Becky",,"=""1473647606""","=""9781473647602""",0,Hodder & Stoughton,Hardcover,359,2018,2018,,2023/11/23,to-read,to-read (#142),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",0,Tor,Paperback,448,2019,2019,,2023/11/23,to-read,to-read (#141),to-read,,,,0,0
29475447,"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers,"Chambers, Becky",,"=""1473621445""","=""9781473621442""",0,Hodder & Stoughton,Hardcover,365,2016,2016,,2023/11/23,to-read,to-read (#140),to-read,,,,0,0
40864030,"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,Tordotcom,Kindle Edition,152,2022,2022,,2023/11/23,to-read,to-read (#139),to-read,,,,0,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,Grove Press,Paperback,715,2025,2023,,2023/11/22,to-read,to-read (#138),to-read,,,,0,0
31380522,Emma,Jane Austen,"Austen, Jane",Jorge Vaz de Carvalho,"=""""","=""9789896416225""",0,Relógio D'Água,Paperback,435,2016,1815,,2023/11/22,to-read,to-read (#137),to-read,,,,0,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,Crown,Hardcover,342,2006,2006,,2023/11/22,to-read,to-read (#136),to-read,,,,0,0
6124802,"Fairest of All (Villains, #1)",Serena Valentino,"Valentino, Serena",,"=""1423106296""","=""9781423106296""",0,Disney Hyperion,Hardcover,256,2009,2009,,2023/11/20,to-read,to-read (#135),to-read,,,,0,0
